501-96-9838,SOMZWCG12A8C13C480
186-17-3638,SOXIFNK12AB0186B11
345-40-9151,SOLYHYM12AB017D549
884-40-1303,SOQTQWP12AB0185390
502-99-0572,SOWJYOK12AC3DFB39F
994-46-4809,SOXGBGK12A6701FC53
260-29-1160,SOSUEIX12AB0185021
317-91-1765,SONTBYE12AB0182855
613-02-9363,SOMDOPM12AB0181990
420-22-3754,SOITAJG12A8C132B26
205-61-4141,SOIVXLP12A8C139F26
862-80-9403,SOLDPNN12A6D4F7B46
592-06-8603,SOTBODD12A8C13D628
403-37-6043,SOBYXQS12A8C13FAF6
896-53-3436,SOVSNJX12AB0189848
938-91-1918,SOPAGGN12AC468D06E
623-80-7575,SOQKQJU12A58A7D262
221-34-1376,SOXJHXF12A8AE48AC9
745-42-3160,SODKPFP12A67AE036D
325-44-7772,SOQNZJI12AB018E3B8
793-02-8706,SOCBWVV12A8C13605F
740-27-2687,SOKDKKP12A8C136A48
106-26-1976,SOPXJAC12AB01887F1
843-42-8236,SOCWMZG12AAF3B2AE1
456-31-1609,SODGOWI12A6D4FAF1F
225-16-4911,SOOHLUK12A6D4FBB1D
324-66-3591,SOXHSRQ12A8C13C56F
614-61-4560,SOJDKSW12A8C13CDDA
470-04-7535,SOBXDCF12A6701FAFC
135-61-8012,SOVOFIU12AF72AD12F
329-19-1691,SOVQMDQ12A8C13F034
882-94-2925,SOETCLM12A6D4F9B3B
760-80-6855,SOAIEFA12AC9097225
256-77-7587,SOHUCCG12A8C137A17
980-45-0834,SOXBLDL12A8C13ADD4
975-49-3879,SOGVEVK12AB018502B
345-93-1443,SOCSQIW12AB018CD18
926-46-8056,SOLADTL12AB01815A7
938-27-8714,SOGLOTH12AB0185AC8
485-59-9755,SOJPMDU12A8C133C68
518-60-2008,SOAOQQE12AB018C71A
608-25-5023,SONAFPO12AB018F219
391-48-5058,SOMAGRE12A6D4F8C60
292-63-4294,SODPUEZ12A8AE4648B
292-52-2745,SOQBFIA12A8C13BAA2
834-85-8789,SOXFPIX12AB018381E
305-58-1227,SOFDEMJ12A8C13410C
272-69-1933,SOALJHY12A8AE489F3
892-44-0580,SOZFAKK12A6D4F6927
361-10-8820,SOVTZTF12A8C130A1A
109-35-5018,SOUEBEX12A8AE47BBC
204-32-2824,SOWCBBV12AB0182F0D
661-60-9182,SOSPCEK12A8C13E372
978-91-6974,SOHGHWJ12A6D4F801C
516-22-8594,SOBCFLR12A58A7985F
156-41-9397,SOTDYKK12AB0184B0B
833-30-7337,SOEIJSK12AB0183835
942-18-2159,SOPGCGI12A8C139547
502-84-1125,SOWFVBM12AB0181C3B
731-87-2946,SOBRRKW12A8C13AE98
420-13-4824,SOAPMKZ12A58A764B7
784-94-2637,SOKKODJ12A58A7B73D
742-96-9639,SOEJVCS12A8AE483B7
163-94-9915,SOBJICW12A8C130EE8
498-26-8197,SOWBZMU12A8C13754C
470-81-4064,SOXRBZT12AB0180256
964-00-9828,SOXHYEH12AB0187FF4
548-53-3391,SOXVWRD12AB018145B
484-57-1988,SOLURBR12AC9075364
243-73-2953,SOIPOJA12A8C13EDB7
438-28-0346,SOUCZVQ12A8C131FF0
134-59-5697,SOBMEDP12AB017FBE5
369-96-0654,SODFKNA12CF5828911
754-53-5418,SONMFRY12AB018A9EC
829-30-0031,SOHVOBI12A5891E993
676-27-4439,SOJNARC12A8C131B70
197-53-9222,SOLAPIZ12A58A7E3DB
988-65-7170,SOVICTQ12A8C137F0D
964-74-2847,SOBULMA12A6D4F8EA0
509-06-8677,SOZANDJ12A8C138EAD
441-45-0166,SOEEOMN12A6D4FA1F8
426-60-9822,SOSNMLH12A58A7C091
163-29-6603,SOXPWPH12A6701E86E
846-48-8381,SOQELNC12A8C13FE06
554-17-2402,SOCYZTH12AF72A6CCF
464-46-8779,SOUOCXE12AB0180DE8
199-98-0641,SOPKBPO12AB0184BC4
540-61-7625,SOJIPPT12A8C13F9FC
592-95-3650,SOTUGEK12AB018BE28
655-43-7269,SOSZSGF12A67AE21B1
709-60-2181,SOWVBNI12AB017E39C
316-93-3451,SOLUAUU12AB018C0E2
912-08-5377,SOVVRRU12A81C2435C
589-23-4153,SOXMSDY12A8C142C7E
983-10-9449,SOUTQDI12A67AE11FD
765-56-6932,SOFLEIR12A8C1392AF
841-87-1268,SODSPJL12A8C130DAE
288-31-1185,SOMEPEB12A8C13E232
235-31-6395,SOGTINJ12AC468DCF7
729-81-0240,SOYFZVP12A6D4F7EE4
988-35-3353,SONXHGK12A8C141541
476-62-4358,SOXJGDR12AAF3B2586
584-47-4571,SOISPBI12AB0187873
916-23-1649,SOBWXDJ12A58A7725D
415-50-6608,SOVDKIJ12AB017F4BA
223-14-1427,SOCWHIM12A6D4FAAA7
420-28-1737,SOAYRZU12A8C133EBD
717-92-3238,SOQBXKB12AB018A727
652-79-5178,SODYKTT12A58A7BB18
931-70-1169,SOQYHDK12AB0186B01
158-26-0568,SOCAEQY12AB0189EED
441-82-3978,SOUDFLE12A58A7A140
884-48-9605,SOIVRCS12A6D4FDA2C
174-87-5107,SOZPOZE12AB0184DF0
450-14-3473,SOWRCJX12A8C139161
468-73-3715,SOMANLY12A8C13AE56
749-45-1245,SONELOT12A6701F519
109-63-1663,SOTPQIM12A6D4F91BC
759-72-4761,SODQZAW12AB0184A51
174-23-6379,SOJEDHO12A8C13DB77
639-95-9330,SOHWVDQ12A6701F7F9
161-45-0668,SOLSJHM12A8C139B46
712-93-0780,SOSATLS12A6D4F71F0
287-37-8655,SODIAHF12A6D4F809C
804-13-5005,SOBFXXF12AB0182007
835-15-4954,SOQLHDY12A6D4FA28B
451-35-6588,SOMQPCE12AF729A73F
768-42-0006,SOEXRTB12A8C139A38
966-85-4893,SONLJGK12AB01822EA
280-08-2273,SOAXVMJ12A8C1352E7
432-90-3950,SOKYZSI12AB0183789
364-84-8168,SOXBSTQ12AB018A916
494-59-0603,SOMKTRO12AB017DE4D
811-66-7945,SOBFBEK12AB017FC1B
713-94-4555,SOQLEJT12A6D4F8BFE
472-19-1365,SOMMJVR12A6D4F98E0
484-95-4891,SOZGENP12A6D4F78B7
829-09-6312,SOWSLSY12AB018A502
641-95-8991,SOFHVTV12AB01882C3
133-09-9119,SOMWMMJ12A58A7F577
853-54-4788,SOACFRH12A8C13E183
638-01-8703,SOUJKWM12AC468ACF6
845-96-6266,SOOXEJR12A8C136C08
908-93-0378,SOESVCK12AB0181CCE
272-41-2204,SOFWCRI12A6D4F7C26
385-97-9105,SOXIGHC12AB0188CE2
661-78-7466,SORZYYB12A6D4FA42E
175-29-8877,SOGYYVP12A8C14495E
567-08-3992,SOGNIKB12AB0187D8B
849-48-7674,SOODBPM12A6D4FAEA1
731-70-2510,SOENRNI12AB0181427
755-66-6021,SOFBUDC12AB018A096
713-40-6586,SOXAVMX12A6D4F7773
104-23-8962,SOCOVXI12A6D4F856F
121-67-3347,SOQBGZG12AB0187E33
406-60-6096,SOSWEVW12AB018D551
476-88-9757,SOOVSJA12A58A76FF9
840-95-1436,SOQGKIP12AB0186A5D
364-76-9348,SOGTNSA12A8C13CCC0
464-14-5861,SOOKXRZ12AB01821D4
674-71-7634,SONNRSI12A8C1388E5
941-56-1407,SOXXSJF12A8C133F33
342-38-0397,SOOAKLZ12A58A7A100
773-93-4016,SOSHXUH12AB018BB22
511-78-5040,SOLXDWR12A58A79689
976-17-6974,SOKHNJM12AF72A0187
743-99-6205,SOTFJGB12A8C13A1F7
178-31-7697,SOEZXGQ12AAA8C65E3
832-05-3395,SOOICPO12AB018321A
844-40-0266,SOZCYOO12AB017D77B
687-26-8495,SORJBYM12A8AE45A3C
907-07-2139,SOMAVYY12A58A7F8F2
704-71-2163,SOLXLSJ12A8BEE956A
674-51-6766,SOUGCKR12A8C14402B
353-82-5381,SODMJWA12A8C13BA03
985-96-9444,SOOHWCX12A8AE48B59
604-48-6179,SOEDOSC12AC960A037
846-14-6968,SORGBTR12A8C1396FA
533-73-3248,SOMNOPZ12A81C23100
515-27-3551,SOFJQTP12AAFF4441E
519-12-6013,SOSZYWZ12AB01873FE
694-73-2303,SOAIJOW12A8C13C1E4
926-16-7309,SOZNZIN12A6701E95F
425-50-3555,SOPRWGJ12AB018216D
975-35-8524,SOODBPN12AB018C796
495-39-7553,SONKLLM12AB0188175
723-11-6594,SOFTXGJ12AB018327C
771-96-1273,SOVURUP12AB01842C4
821-14-1769,SOBXFRU12AB018597B
154-92-8097,SOFACAE12AB01865E9
772-65-6165,SOSTMYP12AB017F0BB
923-10-8760,SOOPMHL12AB0186150
386-05-2904,SOVWDYF12A8C1351FE
237-08-8374,SOUNWEU12CF5F88ADE
819-62-9280,SONALZR12AC4688B15
439-59-6415,SOFEISR12A8C1421FB
739-40-0401,SOQXESP12AB018223C
347-04-4266,SOTRDVJ12A8C13975E
561-73-5156,SOORRKR12A8C13FF18
854-01-1493,SOBGCFL12AB0185ECE
122-26-2263,SOGWEYN12A8C137359
182-44-0842,SOKDVOP12A8C13A3DD
975-47-3938,SOCPUHV12A81C1FDC8
701-18-0776,SOAGFDS12A6D4FBDB3
730-76-2591,SOVKAWI12A58A79B9D
631-50-7297,SOJDKVC12A8C13927A
823-44-2836,SOUWIOA12A6D4FC245
126-26-8000,SOEIDNI12AC9075005
989-28-8314,SOQQITZ12A8C133825
791-93-9297,SOIMREK12A58A792CD
986-25-1058,SOYVFXD12A8C13A9A3
769-19-9076,SOIENMA12A6D4F9E0F
718-20-6903,SOUCZLL12A58A819B7
746-35-3479,SOZNYQY12AB017DB76
612-56-4870,SOCTHDP12A8AE47A14
476-76-6364,SOIPLDI12A8C13A17C
609-93-1844,SOROXBU12A8C13F3D6
953-42-3914,SOECRUG12A8C134478
988-99-6625,SOWFUUS12AB01800E7
709-98-5743,SOXPUDC12AAF3B507C
658-60-8011,SOMFZIF12AB0182B90
236-87-7479,SOISQVL12AB0181716
850-87-6754,SOLIBLI12AB0180FBB
504-15-8873,SOMTXSB12AF72ACC38
545-63-7144,SOZDJWF12A6D4F9682
243-73-5717,SOTOGJK12AB0182831
936-61-1953,SONVZQU12AC95F03F5
557-87-4651,SOZOVFN12A8C13DEDD
151-80-0453,SOEYHXW12A8C13C677
613-06-0036,SOQURNS12AB018E7E4
493-16-2452,SOKPBZM12AB0182F28
343-04-8733,SOHUMHC12A81C2318E
749-45-5247,SOOWRBQ12AB0189096
734-32-3449,SOATRRA12AC468DDE7
461-26-6343,SOGUGOR12A8C1316DF
785-02-9667,SOSVNTG12A6D4FA27F
732-13-4641,SOCFLRO12A6D4FA981
384-06-9241,SOQEATT12A6D4F56DD
435-27-4765,SOAJLWB12CF5828932
504-05-5955,SOHKRGU12A8C13F45E
797-05-0669,SOYULQG12AF729C1AB
943-98-9224,SOZQTSL12A6D4FB5F6
714-29-0056,SONKAVH12AB017D040
115-29-4132,SODGZVL12AB01846EF
402-06-4233,SOVHKAC12AB018C763
643-26-1230,SOEHISP12AB0188417
895-51-6937,SODORIX12AB01888E1
572-86-1337,SOYFVFU12A8C13B4BE
120-37-5521,SOMYXOW12AB0186102
732-18-3195,SOCXKFS12AB018E309
647-64-5177,SOMHCGO12AB01810C6
501-11-8063,SOSZUSE12AB018CEAA
989-75-3341,SOACZGZ12AB01849DB
675-95-9612,SOCUEQK12AB018963A
512-20-6799,SORYAVK12A8C13A10E
273-82-1369,SOCUVGH12A6D4FA234
271-10-1815,SOSJYYD12A8AE480DC
362-48-3179,SOYZYHE12A8C13E21F
797-41-9317,SOZBNUO12A8C133D8A
592-97-8968,SOUEYVF12A58A7B70F
344-57-2821,SOMTLNK12A58A7A62B
798-04-1867,SOBEBCP12AB0182AEE
657-82-1507,SONFVVI12A8C133210
486-06-4197,SOXTKVD12AB01887E0
411-91-0486,SOLBXEE12A8AE45EC4
525-96-3344,SOWJCOU12A8C1374EA
541-31-8503,SOMEAHO12A8C135B5B
368-82-7024,SODGNNL12A8C13D3E3
249-74-5947,SOFXRWD12AB018B56B
278-71-4877,SOSDKWG12AB0189E31
874-87-0419,SOFQOAR12AC4688316
913-65-8117,SOCYZXX12AB0183835
754-52-3140,SOQSVRE12A8C13A31C
831-35-9253,SORIWKL12AC4689A11
122-71-4494,SOLQVLD12A58A7610B
983-13-7667,SOXUVQH12AAF3B388C
122-09-7869,SOCKTEZ12A8C14553D
306-42-9164,SOIKNYT12A8C134A20
473-67-4300,SONTKHG12A81C22D4C
986-52-8904,SONPLJV12AB0182571
382-00-5652,SOVLJVC12AB01809F8
608-37-1831,SOLZCZD12A8C13833B
109-24-2031,SOFWWIA12AB01884A1
594-92-7711,SOTZIPQ12AB01803AA
887-78-0774,SOCWFVT12AB01890F8
332-41-9717,SOICLQB12A8C13637C
794-28-4297,SONFOEG12A8C13B8B8
648-07-6711,SOPWWAV12A8C13A825
262-18-9498,SOFDYGC12A6D4F9059
388-86-5143,SOQPFGN12A8C13C1B3
193-99-3899,SOSINEG12A58A7D528
520-02-4846,SOOYMFA12AB017E3C1
924-67-1522,SOVGYIW12AB018186F
747-19-3749,SOVTIJE12AB017F8D9
486-63-7709,SOEYALK12A8C143123
693-43-3410,SOIPZVD12AB0186501
292-94-6536,SONJNMA12A6701DFDE
851-40-6939,SOOTJIQ12A8C1368B9
613-33-4898,SOCLHLD12A6701E65B
603-15-6218,SOPMXHY12A6D4F7DBC
504-47-4107,SOOGOQH12A8C1415D7
843-94-4444,SOKRYXD12AC9075904
799-65-7573,SODZSJG12A6D4F87AF
436-99-8383,SOZQCOR12A8151D3FC
407-90-8326,SORVMCT12A6D4FA8F7
611-68-7397,SODJQBY12AC46885B5
719-54-0422,SOCUSAL12AB0182310
542-02-0467,SOZPUVL12AB0188069
452-24-3499,SOPKVPX12A8C13868F
997-37-2776,SODKOLK12A6D4FB6B1
803-11-3493,SODVLYP12A6D4FCCA3
726-89-1508,SOQXARY12A8C13F68C
821-61-1195,SOGRTXS12AB017CCFC
105-57-6130,SOPAHBW12A6D4F7638
885-76-8716,SONEGFT12A8C142567
163-04-1738,SOFQVFL12A6701F8DC
825-66-4057,SOVASWH12A8C13E3CE
638-59-4746,SOGPIOY12A58A7F7AD
129-95-0146,SOGWPDK12A81C2242F
112-83-4564,SOURKHT12A58A7F3E6
728-02-4049,SOSJRCR12A58A7BEC0
825-91-5305,SOIVFAV12AB0183D33
447-24-3453,SOKEGNC12A6D4FB54C
667-20-8695,SOJWSCQ12A6D4FBAB9
290-21-5358,SONOKWX12AB0185FDC
778-36-4105,SOIQVDP12A8C13510A
188-88-9035,SOFKMMF12AB018CE39
936-18-6833,SOHWRNV12A58A78E24
483-84-1258,SOFGXQV12A8C13C842
666-80-4331,SOZDLOG12A58A7D3BD
160-03-9149,SOVXQXN12A8C135FDC
687-54-5793,SORUYQB12A81357343
805-87-8401,SOVNCCQ12A8C136CB3
115-52-0922,SOXSURB12AB0184FBC
821-84-8039,SOGZMUF12A67ADAE79
902-02-0731,SOKIZGL12AB018342D
186-78-2647,SOYSKFE12A8C143AF3
449-24-7448,SOWFMJA12AB01837B6
877-61-4451,SOVPVKY12A6D4F6F86
314-21-8131,SOTZUHM12A58A7E054
711-09-8275,SOTPQTD12A58A7E19B
833-25-6891,SOTBZNC12A8C13FC85
492-00-1022,SOMYFOE12AB0183244
887-99-8880,SOTJMAA12AB01862F2
156-43-2136,SOCQGCO12A8C13D2E4
742-82-4653,SOISBPM12A8C132C8E
747-33-1133,SOTGNAJ12A58A7F3FE
499-39-8167,SOHKLFL12A6D4FA150
259-33-9629,SOWLJJD12AF729D3F5
246-02-3993,SOJTAWE12A6D4F8EAC
853-98-7816,SOQMALF12AAF3B4144
441-49-8829,SODDBHT12AB0186B6E
794-35-2984,SOPUCKL12A6D4FB5A6
271-38-3123,SOKPTHW12AB018AB51
107-61-2243,SOTNLYM12AB0181695
215-95-1083,SOLXIWW12AC468805A
952-99-4604,SOERGHR12AAF3B2A52
579-34-9412,SOPZACG12A6D4F9271
342-60-7908,SOWCTVQ12A8C134C64
874-87-7536,SOAUQNX12AB017B7CF
250-94-0815,SODIJTB12A8C138FB2
992-27-5075,SOPRTNI12AC4688294
482-61-1771,SOCPUJD12AC468AD40
239-67-9335,SOKEHTJ12A8C13DFB0
246-85-8444,SOUKHSU12AB0185CB0
190-71-1603,SOXXNBB12A8C13C633
579-63-9342,SOLFCRY12A8C13F38F
849-89-5967,SOAWNUW12AC46877F8
902-72-3154,SOTGKDD12AC9072C18
741-83-9104,SOXVIYL12A8C144517
220-93-2108,SOWNKOB12A6310E331
501-96-9838,SORGIYZ12AAF3B3528
772-99-2979,SOAVPSK12A58A7ED21
490-88-5442,SOJUPKT12AAF3B381E
783-33-0794,SOMVRYP12AB0185AFF
533-78-7723,SOVQEYV12AF72A06B2
221-92-6970,SOCIACN12AB0189ADC
357-57-8082,SOQZZKI12A67020D38
777-02-8637,SOIBHJO12A6D4F7774
796-50-1267,SOAQTZJ12A8C14343C
132-71-9654,SORWASK12A6D4FA5ED
321-51-8976,SOESSPX12AB01807A0
789-58-4833,SOJPQLG12A8C140660
917-85-9715,SORLVXI12A8AE45E37
314-67-7083,SOCIALB12AB01811A2
351-32-4379,SOJEECD12AB018BDA5
936-53-2000,SOHUHHZ12AAA15E72E
806-93-3768,SOGRSPK12A8A9D88E0
530-52-7678,SORHGGM12AB01878D5
286-29-9521,SOLJMGD12A58A76C3A
233-80-9231,SOELVHE12A8C135E02
775-04-2956,SOJKSPB12A67AD93AE
848-22-5645,SOCHJTF12AC4686775
938-13-2677,SOSKXWY12A8C135248
943-14-8657,SOAQMCT12A8C1350DE
638-75-5406,SOBNTOJ12A8C133435
877-56-0151,SOKJUPL12A6D4F8383
185-74-3322,SOXGMCO12A8C139D60
658-56-3454,SORGUQZ12AB0184B31
367-03-1380,SOWPAXV12A67ADA046
678-35-1890,SOFUUNS12AB018A286
606-20-0591,SOQKTJJ12AB0181488
212-16-4770,SOLEPCJ12A6D4F7404
296-32-7743,SOSAOWI12A6D4F7119
395-63-7600,SOCSLKG12A6D4F5954
553-56-2746,SOYFDOO12A8C133DA2
959-70-8293,SOSGKSM12A6D4F5626
934-15-1296,SOGWIQS12A8C1339B1
317-06-2778,SOOSHTY12AAF3B3082
995-41-1587,SONUOCM12A8C141FF0
872-69-9619,SOSLVUL12AB017F892
815-57-4775,SOVSPXE12AB0185D78
701-00-5672,SOCCBOH12A8C13E947
510-98-3532,SOUWZWV12AB0181ACF
770-85-4849,SOLYAED12AB01885EC
692-04-5957,SOQTOZK12A6D4F95AD
769-40-9635,SOTEDAD12A8AE4735F
338-24-5531,SOICYHD12AB018A5B8
592-34-1194,SOFAJOM12A8C141EE4
161-96-0731,SOKDPUY12AB0184594
239-54-7965,SOBBWJS12AB0182522
899-32-5413,SOWYWXM12AB018C9E9
962-18-9244,SOWGFDH12AB017B2F5
513-07-5548,SOGWIQR12A8C144C22
557-73-0296,SOGMSIS12A58A7C45D
123-05-2651,SOCKRKE12AB018DD02
683-61-4378,SOSTESB12A6D4F9A66
888-29-9634,SOZVMQJ12AB018D482
762-63-7238,SOXVFFI12AF72A1065
198-15-7452,SOLKCWP12AB01890A4
352-27-6919,SOSAQJU12AC90755D2
637-06-1896,SOFFUHF12AC4689476
965-59-7677,SOYWNEA12AB018826D
684-61-8801,SOFFOFH12A8AE45129
761-99-4331,SOTGNGT12A8C142826
181-13-5082,SOYTIWN12A6D4FBA37
586-07-2462,SOISJLZ12AC3DF6DE7
463-47-4689,SORWORW12A6D4FBBE2
197-98-0736,SONWLUL12A8C13AEEE
485-58-6569,SOURXDF12AB0180C6C
466-89-1301,SOFZGIT12A58A7CD2D
862-72-6557,SOMDWZC12A8C13A065
364-00-6609,SOCJGSX12AAF3B4DA9
251-84-1600,SOPZHFK12A8C135493
885-30-5356,SOSIANM12AB018CC80
933-87-8623,SOSAEZB12AB018DADE
871-11-7019,SOFGAJF12A8C141DA3
467-49-9061,SOEKBBG12AB017E5D7
583-18-5721,SOPIFJT12A81C221AC
257-57-6408,SOKJMKB12AB0189C12
472-70-8288,SOAMZKG12A8C13797C
583-89-8619,SOXNASC12AB01874DF
958-50-0709,SOIXICA12A58A7A9A5
114-90-7449,SOWPJKA12A58A7D131
176-54-9988,SOBLUYN12A8AE48167
411-81-9324,SOFXGUN12A8C13B449
727-15-5363,SOCJPAI12AB0185DB1
111-25-9684,SOJODCY12A58A7CE98
282-57-5315,SOVVAVA12AF72A9926
176-56-6393,SOALDFI12A8C13A3A8
529-46-5043,SOGHKOU12AB018C776
895-09-8889,SOZDKSD12AB018A0AC
426-40-3143,SOAEBUV12A8C1335DB
260-98-6552,SOAEGFO12A6D4F87AA
454-99-3814,SOPFIWM12AB0186A0D
132-80-6907,SODWYJZ12AB018240F
152-18-1385,SOLWGCZ12A6D4FA8F3
203-36-4831,SOVBBUZ12A8C137B2D
559-43-2592,SOIWQSF12AC468C3CD
166-26-0909,SODKKPS12AB018397C
497-59-5911,SOGOBIT12AB01899DE
494-86-2019,SOTBDNQ12A67ADBF2A
563-46-4411,SOTVMJI12AB018638F
787-03-1453,SOHZYBG12A5829168F
790-00-0397,SOWOWTL12A6D4F9EB9
174-44-8028,SOAQRFQ12A8AE46466
967-78-2230,SOACXUA12AB017C9A4
149-77-5361,SOLFRCH12A67021C28
368-21-6825,SOKZCJC12AF72A8C79
128-12-7755,SONKOFE12AB0187002
454-30-4870,SOQAUIF12AC46861CF
315-55-1302,SOICMNM12A6D4F89C3
668-15-4086,SOVXKMW12A8C1414C1
617-70-5599,SOULPEW12A8C13E4F7
359-93-0678,SOEOYBN12A6D4F9E2C
409-65-2714,SOYSZGR12A8C14015C
965-81-1086,SOAPDWC12AC468BB3B
615-07-0021,SONAWWG12A8C133380
110-75-7265,SOGOVUN12A8AE46B43
145-65-1126,SOORJCV12A8C144A4E
881-84-7095,SOCFKSK12A8C140704
295-12-8259,SOCFNPC12AB017CE1B
462-61-3247,SOQLWVI12A6D4F465F
241-99-5844,SOOZDSM12A8C13D39D
835-36-2329,SOCMYLF12A67020A4D
874-22-8638,SOPQJZR12AB01882BD
873-62-9381,SOVPTBI12AB01879CF
453-50-7973,SOOAEZC12AAF3B28BD
420-72-9661,SOKPWEP12A8C137A4B
976-74-3325,SODSFSH12A8C13EDFE
275-06-9668,SOZXKFE12A6D4F71FC
954-97-9523,SOGMTCP12A58A81E46
298-76-3694,SOIFMVY12A8AE467B1
671-59-9300,SOVVGSH12A8C14085F
540-97-8022,SOAWLLC12AB01893BC
901-28-1849,SOPNUVB12A8C13627D
581-71-5322,SOGVDLQ12A58A7E3C5
119-09-1657,SOWJQRH12AB0186761
490-69-6934,SOPKWZP12A6D4F7DAF
690-91-2215,SODVVZT12CF58273DB
815-63-1226,SOAEHZK12AB0182ADF
431-32-4867,SOQFKZW12AB0181847
638-40-2890,SOBMGUW12A8AE4726A
636-38-4984,SODEAZT12A8C135EA2
318-22-7225,SOJWBVN12AB01868AA
878-16-0598,SOYTUNS12A8C134C16
253-38-5927,SOJMRUS12A8C13693A
977-53-7580,SOOTLIP12A6D4F95BC
206-36-3024,SOCHJTF12AB01829CE
750-00-2734,SOGRCIP12A8C1347C0
180-67-2085,SOBPTED12A6D4F99C7
332-57-1958,SOWVTAJ12A8C13C6D5
882-43-2375,SOLDLRC12AC907269F
353-19-4638,SOWCJPI12AAF3B229C
600-13-8049,SOOFHUH12A8C1340A5
162-65-6436,SOTSKKZ12A6D4F71C4
218-25-2866,SOPYMLY12AC3DF67AE
220-11-0521,SOBPMLZ12AB01819E3
470-97-7683,SOYJHEW12A8C133A40
930-57-2671,SOIDSSZ12A8C142A76
573-96-3028,SOVNLPD12AB018F3F9
257-92-7106,SOZDQHO12AB018512F
908-77-9363,SOKKZIB12A8C13F5DB
937-14-4760,SOUEDBC12AC90972E5
548-22-4880,SONNYOP12A8AE45715
578-79-8702,SOCVTCQ12AB01848FC
785-81-4871,SOUKRZV12AB0182E90
253-26-1262,SOFRVYQ12A8C137BAC
854-22-2492,SOUZOPT12A58A79B94
762-96-1301,SOCDXPZ12AB01844FD
484-78-9960,SOGQIEK12AB0186792
644-95-1134,SOHERZY12A8C13C62F
650-79-8354,SOAHUNU12A6D4FEDCB
468-45-7406,SOJHGDB12A8C137470
575-05-9079,SOPRMCE12A6D4FBBE5
397-82-4784,SOCLZZX12AB01849D3
978-39-9942,SOMGYNM12A6D4F9B9B
392-68-5311,SODQFQC12A8C13FD7A
446-47-6382,SOEIOPX12A8C1430AD
722-76-1291,SOOGAGO12AB0187473
381-43-1206,SOGWCZV12AC468C081
589-05-0928,SOJTYYE12A6D4F956E
293-26-1191,SOIYNOF12AB0182141
284-81-4056,SOGBEWD12A8C1427C8
336-20-4275,SOQAWIC12A8C13A120
424-52-5378,SOCERIC12AB0184710
916-00-1310,SORBCPH12A67ADD062
261-29-3806,SOUOMRB12AB017EBE9
923-47-4591,SOSYIEX12A58A7D0F7
293-10-7632,SOBUHQT12AB0186C07
773-09-1848,SOQCJNI12A8C142188
855-19-3208,SOYNTSK12AB0184C2F
886-77-1408,SOPBAMQ12A8C13A815
365-87-3736,SOSECUN12A8C13E654
541-92-4487,SOZCWXS12AB018514C
944-86-5524,SOWOLDP12A8C132015
379-53-2214,SORYPLB12A8C142025
224-44-1887,SOCLYJV12A8C13F5DC
193-05-2584,SOWIDQC12AB0183BAE
976-27-5723,SOYSUZL12A6D4F9005
244-70-8349,SOBRZQM12A6D4F6896
705-06-6549,SOIHMRM12A6D4F89CC
206-77-6266,SOFAICL12AB018F914
596-14-7843,SOXNNAL12AB0182E8A
558-09-4370,SOQERJP12A8C14130F
865-31-2025,SORSEYK12AB01870D6
917-46-7840,SOUUOFU12AB018157C
388-69-6682,SOLPVLB12AB01879CB
975-43-9275,SOPOJSW12AC468C5D5
218-56-2373,SOJNKHE12AC3DFB0BA
848-43-0031,SOZLPVU12A6D4FD279
423-62-8153,SOOPDSG12AB018B57E
354-38-8473,SOODVWJ12A8C1379B4
325-13-3694,SONFECQ12AB017EFF7
736-41-1874,SOZTUNW12AB01887F8
475-77-2743,SOKHMUX12A8C13A78A
686-50-7986,SOLIGLL12AB018C551
502-73-3511,SOCJCPS12AB017D8AE
724-13-3740,SOPBKDI12A8C137D8F
322-03-7592,SOBUPHJ12A58A7C7F8
693-96-9994,SOLLXZJ12A6D4F96B0
131-75-3406,SOGMQBQ12AB017A9D1
103-77-8619,SOHWCBC12A6D4F7596
246-34-2280,SOHCSLO12A8C14171E
305-17-1536,SOAFQZW12A58A77CA5
430-07-7875,SOKRMXG12A8C13AB54
548-48-2984,SOVPJZV12A6D4F9D73
562-83-0474,SOFGDDZ12AB0186E67
738-63-2701,SOECDUV12AAF3B38B4
664-28-3635,SOUKJOM12AF72A5F91
928-47-9993,SORGFFI12AB018970E
537-76-9514,SOJPXOL12A58A793B9
210-60-6682,SONFAMH12A6D4FA1FE
819-49-2996,SOFKEIK12A6310D86A
396-10-7369,SONMFZP12A8C14297C
993-15-2167,SODAABR12A58A7A953
161-59-1241,SOITJXD12A8C133C31
660-34-4131,SOQRBPU12AB018560B
151-69-8579,SOGVOOU12A8AE4643A
942-71-5481,SOJVAKH12AB0184F65
643-18-0924,SOWLGVU12AC3DFA925
632-31-1876,SOEJJAZ12A8C132CAF
424-86-7169,SOIWAUK12AB01857D2
222-95-6729,SOAPNML12A8C13B696
212-33-4641,SOUUNYT12AB0184F40
421-08-2949,SOBXZGV12A6702074F
752-11-2477,SOESPAS12AB017DBAE
223-70-7677,SOFJJXH12A6D4F8104
801-45-7661,SODXWSC12A8C13828F
652-18-3689,SOGPLSC12AC468D55B
494-47-6966,SONRABC12AB0181584
509-78-8503,SOJSFWQ12AB0180A1A
544-91-6482,SOPWPTN12A58A7CBAF
239-57-7647,SOLDTNU12A58A7A231
